Date, Prices, Generation forecast, System load forecast
2019-10-08 04:00:00,20.71,47549.0,38950.0
2019-10-08 05:00:00,24.39,48971.0,40200.0
2019-10-08 06:00:00,30.52,52361.0,44750.0
2019-10-08 07:00:00,47.21,54316.0,51250.0
2019-10-08 08:00:00,49.8,55099.0,53150.0
2019-10-08 09:00:00,50.85,56510.0,54100.0
2019-10-08 10:00:00,49.13,57545.0,54200.0
2019-10-08 11:00:00,50.01,57948.0,54300.0
2019-10-08 12:00:00,49.07,57990.0,54250.0
2019-10-08 13:00:00,46.9,57433.0,54000.0
2019-10-08 14:00:00,43.53,57054.0,52550.0
2019-10-08 15:00:00,38.59,55877.0,51350.0
2019-10-08 16:00:00,36.43,54830.0,49950.0
2019-10-08 17:00:00,40.62,54360.0,49150.0
2019-10-08 18:00:00,45.69,55253.0,50600.0
2019-10-08 19:00:00,50.61,57014.0,54050.0
2019-10-08 20:00:00,48.76,56136.0,54050.0
2019-10-08 21:00:00,38.88,53341.0,49550.0
2019-10-08 22:00:00,40.26,52811.0,47250.0
2019-10-08 23:00:00,32.65,52438.0,49700.0
2019-10-09 00:00:00,24.47,49568.0,45250.0
2019-10-09 01:00:00,23.63,47320.0,41950.0
2019-10-09 02:00:00,22.25,46740.0,41050.0
2019-10-09 03:00:00,19.44,46314.0,38600.0
2019-10-09 04:00:00,21.92,46415.0,37750.0
2019-10-09 05:00:00,25.22,47283.0,39050.0
2019-10-09 06:00:00,31.47,51924.0,43600.0
2019-10-09 07:00:00,45.73,54483.0,50250.0
2019-10-09 08:00:00,48.41,56424.0,52900.0
2019-10-09 09:00:00,47.89,57997.0,54550.0
2019-10-09 10:00:00,47.63,59163.0,55150.0
2019-10-09 11:00:00,46.27,59815.0,55600.0
2019-10-09 12:00:00,39.47,60748.0,55900.0
2019-10-09 13:00:00,37.25,60608.0,55650.0
2019-10-09 14:00:00,36.15,60287.0,54350.0
2019-10-09 15:00:00,35.25,60016.0,52400.0
2019-10-09 16:00:00,33.49,59866.0,50550.0
2019-10-09 17:00:00,40.73,59626.0,49350.0
2019-10-09 18:00:00,45.21,59174.0,51000.0
2019-10-09 19:00:00,51.8,60040.0,54800.0
2019-10-09 20:00:00,45.94,58703.0,54600.0
2019-10-09 21:00:00,38.13,56956.0,50000.0
2019-10-09 22:00:00,34.2,56712.0,47400.0
2019-10-09 23:00:00,28.12,54513.0,49600.0
2019-10-10 00:00:00,23.88,51914.0,47250.0
2019-10-10 01:00:00,22.77,50744.0,43850.0
2019-10-10 02:00:00,21.61,50130.0,42800.0
2019-10-10 03:00:00,18.26,49041.0,40050.0
2019-10-10 04:00:00,18.82,48959.0,39000.0
2019-10-10 05:00:00,22.2,50185.0,40250.0
2019-10-10 06:00:00,34.73,53749.0,44600.0
2019-10-10 07:00:00,45.97,57230.0,51600.0
2019-10-10 08:00:00,48.01,58576.0,53750.0
2019-10-10 09:00:00,45.84,60075.0,54400.0
2019-10-10 10:00:00,44.01,60802.0,54600.0
2019-10-10 11:00:00,43.15,60369.0,54500.0
2019-10-10 12:00:00,37.78,60642.0,54600.0
2019-10-10 13:00:00,35.93,59931.0,54450.0
2019-10-10 14:00:00,34.06,58922.0,53250.0
2019-10-10 15:00:00,33.68,57790.0,51400.0
2019-10-10 16:00:00,29.37,56863.0,49800.0
2019-10-10 17:00:00,37.21,56746.0,48600.0
2019-10-10 18:00:00,43.61,57295.0,50000.0
2019-10-10 19:00:00,54.45,58367.0,54400.0
2019-10-10 20:00:00,48.01,57039.0,54350.0
2019-10-10 21:00:00,36.93,55067.0,50050.0
2019-10-10 22:00:00,35.07,54728.0,47650.0
2019-10-10 23:00:00,26.63,53314.0,50000.0
2019-10-11 00:00:00,24.25,49000.0,46750.0
2019-10-11 01:00:00,22.64,47484.0,43350.0
2019-10-11 02:00:00,17.65,46835.0,42250.0
2019-10-11 03:00:00,12.57,45420.0,39650.0
2019-10-11 04:00:00,14.54,45640.0,38700.0
2019-10-11 05:00:00,20.15,47548.0,39950.0
2019-10-11 06:00:00,25.91,52774.0,44200.0
2019-10-11 07:00:00,38.74,57428.0,51050.0
2019-10-11 08:00:00,43.05,59089.0,53400.0
2019-10-11 09:00:00,37.69,60452.0,54100.0
2019-10-11 10:00:00,34.1,61738.0,54250.0
2019-10-11 11:00:00,32.79,62167.0,54050.0
2019-10-11 12:00:00,30.6,61734.0,54050.0
2019-10-11 13:00:00,26.39,61100.0,53700.0
2019-10-11 14:00:00,23.95,60268.0,52050.0
2019-10-11 15:00:00,22.8,58733.0,50000.0
2019-10-11 16:00:00,23.95,57599.0,48150.0
2019-10-11 17:00:00,30.38,57562.0,47050.0
2019-10-11 18:00:00,33.65,57830.0,47900.0
2019-10-11 19:00:00,41.99,57864.0,50950.0
2019-10-11 20:00:00,36.1,56854.0,51450.0
2019-10-11 21:00:00,24.8,54731.0,47600.0
2019-10-11 22:00:00,24.24,54188.0,45750.0
2019-10-11 23:00:00,26.75,51785.0,47800.0
2019-10-12 00:00:00,14.19,49126.0,45450.0
2019-10-12 01:00:00,15.09,47370.0,41650.0
2019-10-12 02:00:00,9.44,45638.0,40250.0
2019-10-12 03:00:00,7.15,43894.0,37200.0
2019-10-12 04:00:00,10.34,43022.0,35800.0
2019-10-12 05:00:00,13.39,45732.0,35850.0
2019-10-12 06:00:00,21.4,46764.0,37650.0
2019-10-12 07:00:00,26.2,49353.0,40300.0
2019-10-12 08:00:00,24.53,52331.0,41750.0
2019-10-12 09:00:00,29.5,53255.0,44150.0
2019-10-12 10:00:00,28.54,53811.0,45700.0
2019-10-12 11:00:00,25.26,53694.0,46100.0
2019-10-12 12:00:00,24.51,54420.0,47700.0
2019-10-12 13:00:00,18.55,53215.0,48000.0
2019-10-12 14:00:00,25.12,52987.0,45450.0
2019-10-12 15:00:00,26.9,52432.0,43550.0
2019-10-12 16:00:00,30.0,53582.0,42050.0
2019-10-12 17:00:00,30.24,55085.0,41650.0
2019-10-12 18:00:00,36.25,55644.0,42950.0
2019-10-12 19:00:00,44.65,56941.0,45800.0
2019-10-12 20:00:00,40.13,56716.0,46750.0
2019-10-12 21:00:00,33.15,55708.0,43800.0
2019-10-12 22:00:00,33.59,55874.0,42850.0
2019-10-12 23:00:00,31.53,55553.0,45800.0
2019-10-13 00:00:00,31.44,51818.0,43300.0
2019-10-13 01:00:00,25.66,49799.0,40000.0
2019-10-13 02:00:00,24.05,48938.0,38450.0
2019-10-13 03:00:00,15.18,47584.0,35300.0
2019-10-13 04:00:00,11.32,45568.0,33800.0
2019-10-13 05:00:00,15.65,45447.0,33350.0
2019-10-13 06:00:00,11.27,46565.0,34450.0
2019-10-13 07:00:00,22.21,47907.0,35950.0
2019-10-13 08:00:00,27.85,49064.0,36650.0
2019-10-13 09:00:00,26.58,51900.0,38750.0
2019-10-13 10:00:00,25.1,53329.0,40950.0
2019-10-13 11:00:00,24.0,53960.0,42500.0
2019-10-13 12:00:00,23.08,54589.0,45000.0
2019-10-13 13:00:00,14.61,53127.0,44850.0
2019-10-13 14:00:00,8.52,51623.0,41950.0
2019-10-13 15:00:00,12.3,51328.0,40050.0
2019-10-13 16:00:00,21.29,50916.0,38900.0
2019-10-13 17:00:00,27.94,51008.0,38650.0
2019-10-13 18:00:00,30.0,52675.0,40600.0
2019-10-13 19:00:00,40.09,53179.0,45100.0
2019-10-13 20:00:00,41.24,51704.0,46550.0
2019-10-13 21:00:00,29.09,49653.0,43800.0
2019-10-13 22:00:00,33.69,49014.0,42500.0
2019-10-13 23:00:00,29.23,48835.0,45300.0
2019-10-14 00:00:00,32.46,46546.0,42550.0
2019-10-14 01:00:00,15.21,44932.0,39600.0
2019-10-14 02:00:00,16.56,44359.0,38500.0
2019-10-14 03:00:00,15.17,44690.0,35800.0
2019-10-14 04:00:00,16.0,45467.0,34800.0
2019-10-14 05:00:00,24.63,47856.0,36500.0
2019-10-14 06:00:00,36.06,52128.0,41100.0
2019-10-14 07:00:00,48.92,55619.0,48000.0
2019-10-14 08:00:00,50.24,57254.0,50900.0
2019-10-14 09:00:00,50.39,58596.0,51900.0
2019-10-14 10:00:00,49.58,59995.0,52400.0
2019-10-14 11:00:00,48.0,60539.0,53000.0
2019-10-14 12:00:00,45.25,60871.0,53600.0
2019-10-14 13:00:00,43.0,60631.0,53750.0
2019-10-14 14:00:00,39.5,59846.0,52500.0
2019-10-14 15:00:00,40.8,58508.0,50750.0
2019-10-14 16:00:00,39.99,57477.0,49500.0
2019-10-14 17:00:00,41.49,57926.0,48350.0
2019-10-14 18:00:00,50.09,57764.0,49650.0
2019-10-14 19:00:00,52.79,58288.0,54100.0
2019-10-14 20:00:00,48.93,56938.0,52750.0
2019-10-14 21:00:00,37.01,54372.0,48200.0
2019-10-14 22:00:00,33.36,53714.0,46250.0
2019-10-14 23:00:00,25.22,51930.0,48650.0
2019-10-15 00:00:00,26.0,51034.0,45050.0
2019-10-15 01:00:00,25.72,49948.0,41600.0
2019-10-15 02:00:00,25.0,48838.0,40800.0
2019-10-15 03:00:00,24.27,48614.0,38250.0
2019-10-15 04:00:00,25.0,48702.0,37100.0
2019-10-15 05:00:00,29.99,49463.0,38250.0
2019-10-15 06:00:00,40.61,52469.0,42550.0
2019-10-15 07:00:00,52.64,55362.0,49050.0
2019-10-15 08:00:00,55.21,56127.0,51050.0
2019-10-15 09:00:00,54.8,56886.0,51750.0
2019-10-15 10:00:00,51.76,57735.0,52500.0
2019-10-15 11:00:00,50.62,57726.0,53350.0
2019-10-15 12:00:00,47.9,58136.0,54050.0
2019-10-15 13:00:00,46.64,58494.0,53900.0
2019-10-15 14:00:00,44.58,58323.0,52250.0
2019-10-15 15:00:00,44.87,57823.0,51100.0
2019-10-15 16:00:00,45.33,57388.0,49750.0
2019-10-15 17:00:00,51.02,57867.0,48700.0
2019-10-15 18:00:00,58.33,58641.0,49850.0
2019-10-15 19:00:00,67.95,59775.0,53700.0
2019-10-15 20:00:00,55.29,57843.0,53350.0
2019-10-15 21:00:00,45.97,55860.0,48850.0
2019-10-15 22:00:00,40.76,54436.0,46600.0
2019-10-15 23:00:00,37.09,53179.0,49100.0
2019-10-16 00:00:00,34.81,53846.0,46450.0
2019-10-16 01:00:00,33.02,53181.0,43000.0
2019-10-16 02:00:00,29.25,52070.0,42150.0
2019-10-16 03:00:00,28.4,50698.0,39600.0
2019-10-16 04:00:00,28.23,50833.0,38650.0
2019-10-16 05:00:00,28.41,52019.0,40050.0
2019-10-16 06:00:00,38.68,55860.0,44200.0
2019-10-16 07:00:00,49.97,58201.0,50700.0
2019-10-16 08:00:00,51.3,59543.0,53450.0
2019-10-16 09:00:00,50.14,60513.0,54200.0
2019-10-16 10:00:00,46.99,61402.0,54250.0
2019-10-16 11:00:00,43.67,61518.0,54600.0
2019-10-16 12:00:00,40.57,60781.0,55100.0
2019-10-16 13:00:00,39.0,60439.0,54750.0
2019-10-16 14:00:00,36.34,59673.0,52950.0
2019-10-16 15:00:00,37.25,58251.0,51500.0
2019-10-16 16:00:00,38.11,57065.0,50150.0
2019-10-16 17:00:00,46.99,57175.0,49550.0
2019-10-16 18:00:00,50.07,57546.0,50950.0
2019-10-16 19:00:00,55.0,58364.0,54950.0
2019-10-16 20:00:00,55.05,57298.0,54600.0
2019-10-16 21:00:00,45.59,54775.0,50100.0
2019-10-16 22:00:00,44.06,54243.0,47850.0
2019-10-16 23:00:00,38.01,54071.0,50050.0
2019-10-17 00:00:00,29.02,52212.0,46800.0
2019-10-17 01:00:00,28.1,50896.0,43300.0
2019-10-17 02:00:00,26.6,49870.0,42150.0
2019-10-17 03:00:00,26.34,48727.0,39550.0
2019-10-17 04:00:00,28.43,48878.0,38550.0
2019-10-17 05:00:00,31.29,49896.0,39900.0
2019-10-17 06:00:00,41.94,52579.0,44300.0
2019-10-17 07:00:00,52.13,54809.0,51150.0
2019-10-17 08:00:00,54.42,55624.0,53500.0
2019-10-17 09:00:00,54.03,56406.0,54300.0
2019-10-17 10:00:00,53.0,56710.0,54550.0
2019-10-17 11:00:00,52.19,57223.0,54700.0
2019-10-17 12:00:00,48.7,57588.0,55050.0
2019-10-17 13:00:00,46.48,57925.0,54800.0
2019-10-17 14:00:00,45.04,57447.0,52700.0
2019-10-17 15:00:00,44.35,57312.0,51400.0
2019-10-17 16:00:00,46.42,57381.0,50100.0
2019-10-17 17:00:00,51.52,57831.0,48900.0
2019-10-17 18:00:00,56.62,58981.0,50450.0
2019-10-17 19:00:00,63.96,59822.0,54750.0
2019-10-17 20:00:00,54.5,57724.0,54050.0
2019-10-17 21:00:00,45.67,55389.0,49850.0
2019-10-17 22:00:00,40.74,54390.0,47650.0
2019-10-17 23:00:00,36.35,53365.0,49900.0
2019-10-18 00:00:00,33.15,53108.0,47050.0
2019-10-18 01:00:00,31.05,52208.0,43850.0
2019-10-18 02:00:00,28.31,51694.0,42450.0
2019-10-18 03:00:00,24.6,49752.0,39800.0
2019-10-18 04:00:00,20.69,49851.0,38900.0
2019-10-18 05:00:00,23.96,52289.0,40250.0
2019-10-18 06:00:00,38.2,55862.0,44750.0
2019-10-18 07:00:00,48.39,59195.0,51550.0
2019-10-18 08:00:00,51.46,60639.0,53850.0
2019-10-18 09:00:00,48.62,60930.0,54650.0
2019-10-18 10:00:00,46.04,61704.0,54900.0
2019-10-18 11:00:00,43.27,61867.0,54950.0
2019-10-18 12:00:00,45.94,61462.0,55050.0
2019-10-18 13:00:00,39.87,60351.0,54850.0
2019-10-18 14:00:00,36.09,58746.0,53000.0
2019-10-18 15:00:00,34.85,57084.0,51050.0
2019-10-18 16:00:00,34.45,56007.0,49350.0
2019-10-18 17:00:00,39.47,56082.0,48300.0
2019-10-18 18:00:00,46.61,57107.0,49950.0
2019-10-18 19:00:00,52.68,57766.0,53750.0
2019-10-18 20:00:00,51.83,56878.0,53550.0
2019-10-18 21:00:00,40.65,55050.0,49550.0
2019-10-18 22:00:00,40.82,54258.0,47650.0
2019-10-18 23:00:00,40.43,52968.0,50000.0
2019-10-19 00:00:00,27.04,51162.0,46500.0
2019-10-19 01:00:00,27.56,50164.0,43050.0
2019-10-19 02:00:00,25.4,49099.0,41350.0
2019-10-19 03:00:00,23.9,48208.0,38200.0
2019-10-19 04:00:00,24.2,47774.0,36450.0
2019-10-19 05:00:00,25.09,48003.0,36700.0
2019-10-19 06:00:00,26.89,48769.0,38350.0
2019-10-19 07:00:00,29.7,50618.0,40850.0
2019-10-19 08:00:00,33.0,52561.0,43050.0
2019-10-19 09:00:00,35.14,54429.0,45300.0
2019-10-19 10:00:00,36.0,55196.0,46600.0
2019-10-19 11:00:00,36.53,55729.0,47100.0
2019-10-19 12:00:00,35.2,55737.0,48300.0
2019-10-19 13:00:00,34.08,54757.0,49000.0
2019-10-19 14:00:00,33.3,53870.0,46500.0
2019-10-19 15:00:00,33.07,52858.0,44450.0
2019-10-19 16:00:00,35.04,51958.0,42950.0
2019-10-19 17:00:00,38.48,52770.0,42500.0
2019-10-19 18:00:00,44.08,53260.0,44300.0
2019-10-19 19:00:00,47.9,53918.0,48300.0
2019-10-19 20:00:00,39.19,53052.0,47550.0
2019-10-19 21:00:00,35.06,51979.0,44700.0
2019-10-19 22:00:00,35.05,51155.0,44100.0
2019-10-19 23:00:00,33.18,50602.0,47550.0
2019-10-20 00:00:00,29.99,48612.0,44850.0
2019-10-20 01:00:00,26.01,47640.0,41500.0
2019-10-20 02:00:00,27.01,47413.0,40250.0
2019-10-20 03:00:00,26.9,46828.0,37250.0
2019-10-20 04:00:00,26.51,46739.0,35700.0
2019-10-20 05:00:00,26.3,47577.0,35450.0
2019-10-20 06:00:00,27.03,48350.0,36350.0
2019-10-20 07:00:00,29.94,49024.0,37850.0
2019-10-20 08:00:00,31.74,49889.0,39100.0
2019-10-20 09:00:00,36.37,53120.0,41400.0
2019-10-20 10:00:00,37.47,54343.0,43900.0
2019-10-20 11:00:00,38.32,54805.0,45500.0
2019-10-20 12:00:00,37.9,55186.0,47450.0
2019-10-20 13:00:00,35.02,54877.0,47100.0
2019-10-20 14:00:00,31.04,54208.0,44000.0
2019-10-20 15:00:00,32.8,53785.0,42050.0
2019-10-20 16:00:00,35.73,53643.0,40800.0
2019-10-20 17:00:00,40.38,54649.0,40600.0
2019-10-20 18:00:00,47.58,55723.0,42900.0
2019-10-20 19:00:00,51.06,56640.0,48300.0
2019-10-20 20:00:00,47.1,56160.0,48350.0
2019-10-20 21:00:00,39.62,54680.0,45850.0
2019-10-20 22:00:00,38.09,54342.0,44600.0
2019-10-20 23:00:00,36.0,54094.0,48100.0
2019-10-21 00:00:00,30.34,53384.0,45700.0
2019-10-21 01:00:00,27.11,52140.0,42500.0
2019-10-21 02:00:00,26.28,51218.0,41500.0
2019-10-21 03:00:00,25.79,50599.0,39000.0
2019-10-21 04:00:00,25.7,50483.0,37900.0
2019-10-21 05:00:00,26.39,51831.0,40100.0
2019-10-21 06:00:00,38.01,55565.0,45200.0
2019-10-21 07:00:00,51.93,58804.0,51900.0
2019-10-21 08:00:00,52.43,59881.0,55650.0
2019-10-21 09:00:00,52.4,60420.0,56700.0
2019-10-21 10:00:00,51.8,60763.0,57350.0
2019-10-21 11:00:00,52.17,60828.0,57950.0
2019-10-21 12:00:00,47.23,60440.0,58400.0
2019-10-21 13:00:00,46.15,59922.0,58100.0
2019-10-21 14:00:00,45.21,59394.0,56350.0
2019-10-21 15:00:00,47.71,58389.0,54250.0
2019-10-21 16:00:00,50.03,57814.0,53000.0
2019-10-21 17:00:00,54.11,57532.0,52150.0
2019-10-21 18:00:00,58.02,58061.0,54100.0
2019-10-21 19:00:00,66.51,59833.0,58850.0
2019-10-21 20:00:00,59.88,58060.0,57250.0
2019-10-21 21:00:00,49.25,55839.0,52800.0
2019-10-21 22:00:00,46.98,54127.0,50850.0
2019-10-21 23:00:00,40.18,53666.0,53500.0
2019-10-22 00:00:00,40.97,52668.0,49750.0
2019-10-22 01:00:00,35.88,51562.0,46350.0
2019-10-22 02:00:00,34.64,50824.0,44650.0
2019-10-22 03:00:00,31.84,50561.0,42150.0
2019-10-22 04:00:00,33.32,50873.0,41050.0
2019-10-22 05:00:00,36.2,51562.0,42550.0
2019-10-22 06:00:00,46.99,54722.0,47050.0
2019-10-22 07:00:00,56.43,57024.0,52900.0
2019-10-22 08:00:00,61.3,57820.0,56500.0
2019-10-22 09:00:00,60.0,58298.0,57600.0
2019-10-22 10:00:00,55.49,58493.0,58200.0
2019-10-22 11:00:00,52.72,58448.0,58450.0
2019-10-22 12:00:00,48.75,58271.0,58700.0
2019-10-22 13:00:00,46.25,57938.0,58350.0
2019-10-22 14:00:00,45.51,57094.0,56600.0
2019-10-22 15:00:00,44.26,56624.0,54600.0
2019-10-22 16:00:00,46.24,56668.0,52600.0
2019-10-22 17:00:00,51.93,58284.0,51800.0
2019-10-22 18:00:00,60.0,59891.0,53750.0
2019-10-22 19:00:00,65.47,61147.0,58800.0
2019-10-22 20:00:00,54.82,60281.0,56700.0
2019-10-22 21:00:00,47.65,58294.0,52400.0
2019-10-22 22:00:00,43.78,56936.0,50600.0
2019-10-22 23:00:00,38.38,56754.0,53450.0
2019-10-23 00:00:00,35.78,55439.0,50150.0
2019-10-23 01:00:00,32.31,54669.0,46700.0
2019-10-23 02:00:00,31.36,53657.0,45750.0
2019-10-23 03:00:00,30.09,53367.0,42800.0
2019-10-23 04:00:00,30.39,53666.0,41250.0
2019-10-23 05:00:00,33.5,54359.0,42550.0
2019-10-23 06:00:00,40.7,56549.0,46800.0
2019-10-23 07:00:00,52.4,59356.0,52150.0
2019-10-23 08:00:00,59.77,60060.0,56450.0
2019-10-23 09:00:00,57.12,60166.0,57150.0
2019-10-23 10:00:00,54.11,59797.0,57450.0
2019-10-23 11:00:00,51.23,59531.0,57550.0
2019-10-23 12:00:00,47.25,59363.0,57700.0
2019-10-23 13:00:00,46.35,58823.0,57200.0
2019-10-23 14:00:00,46.29,57849.0,55000.0
2019-10-23 15:00:00,45.65,57030.0,53100.0
2019-10-23 16:00:00,45.87,56892.0,51400.0
2019-10-23 17:00:00,50.67,57554.0,50600.0
2019-10-23 18:00:00,53.49,59060.0,52400.0
2019-10-23 19:00:00,55.49,59780.0,57250.0
2019-10-23 20:00:00,52.24,58648.0,55150.0
2019-10-23 21:00:00,41.09,56549.0,50750.0
2019-10-23 22:00:00,38.53,55495.0,49100.0
2019-10-23 23:00:00,35.62,55122.0,51550.0
2019-10-24 00:00:00,33.66,53645.0,48750.0
2019-10-24 01:00:00,31.04,52535.0,45150.0
2019-10-24 02:00:00,30.02,52285.0,43950.0
2019-10-24 03:00:00,29.41,51772.0,41100.0
2019-10-24 04:00:00,30.06,52144.0,39950.0
2019-10-24 05:00:00,32.89,52981.0,41150.0
2019-10-24 06:00:00,39.55,55298.0,45400.0
2019-10-24 07:00:00,48.98,57539.0,52300.0
2019-10-24 08:00:00,54.11,59240.0,55350.0
2019-10-24 09:00:00,54.11,60077.0,56050.0
2019-10-24 10:00:00,51.08,61086.0,56400.0
2019-10-24 11:00:00,46.93,61757.0,57050.0
2019-10-24 12:00:00,44.36,62237.0,57600.0
2019-10-24 13:00:00,40.67,62586.0,57350.0
2019-10-24 14:00:00,38.0,62361.0,55450.0
2019-10-24 15:00:00,36.78,61724.0,53800.0
2019-10-24 16:00:00,37.34,61098.0,52500.0
2019-10-24 17:00:00,39.9,61034.0,51300.0
2019-10-24 18:00:00,43.59,61258.0,52850.0
2019-10-24 19:00:00,50.26,61714.0,57600.0
2019-10-24 20:00:00,35.93,60120.0,55700.0
2019-10-24 21:00:00,30.07,58142.0,51550.0
2019-10-24 22:00:00,30.9,57767.0,49650.0
2019-10-24 23:00:00,31.1,56107.0,52300.0
2019-10-25 00:00:00,30.95,54580.0,48800.0
2019-10-25 01:00:00,25.27,53021.0,45450.0
2019-10-25 02:00:00,25.2,51761.0,44250.0
2019-10-25 03:00:00,24.42,51532.0,41450.0
2019-10-25 04:00:00,25.2,50964.0,40400.0
2019-10-25 05:00:00,28.22,52757.0,41700.0
2019-10-25 06:00:00,36.06,55355.0,45800.0
2019-10-25 07:00:00,47.9,57571.0,51800.0
2019-10-25 08:00:00,51.89,58834.0,55200.0
2019-10-25 09:00:00,51.24,59803.0,56050.0
2019-10-25 10:00:00,44.49,60868.0,56250.0
2019-10-25 11:00:00,42.92,61160.0,56150.0
2019-10-25 12:00:00,40.98,61319.0,56400.0
2019-10-25 13:00:00,38.02,61107.0,55800.0
2019-10-25 14:00:00,34.78,60590.0,53800.0
2019-10-25 15:00:00,35.33,60018.0,51550.0
2019-10-25 16:00:00,36.92,59459.0,49850.0
2019-10-25 17:00:00,43.83,60022.0,48800.0
2019-10-25 18:00:00,48.11,60196.0,50250.0
2019-10-25 19:00:00,51.09,60818.0,54850.0
2019-10-25 20:00:00,43.04,59032.0,53300.0
2019-10-25 21:00:00,36.66,56607.0,49600.0
2019-10-25 22:00:00,40.34,55599.0,48150.0
2019-10-25 23:00:00,37.29,55133.0,51050.0
2019-10-26 00:00:00,28.98,50288.0,48150.0
2019-10-26 01:00:00,24.58,47214.0,44750.0
2019-10-26 02:00:00,22.62,45650.0,43350.0
2019-10-26 03:00:00,18.67,43055.0,40150.0
2019-10-26 04:00:00,13.84,42865.0,38450.0
2019-10-26 05:00:00,21.15,43304.0,38350.0
2019-10-26 06:00:00,22.1,45732.0,39750.0
2019-10-26 07:00:00,28.24,47834.0,41750.0
2019-10-26 08:00:00,32.14,48899.0,44100.0
2019-10-26 09:00:00,31.41,50751.0,46150.0
2019-10-26 10:00:00,26.42,52159.0,47350.0
2019-10-26 11:00:00,23.42,53267.0,47500.0
2019-10-26 12:00:00,30.47,53267.0,48050.0
2019-10-26 13:00:00,24.13,51897.0,47950.0
2019-10-26 14:00:00,15.95,51243.0,45050.0
2019-10-26 15:00:00,22.32,50932.0,42850.0
2019-10-26 16:00:00,25.91,50202.0,41250.0
2019-10-26 17:00:00,30.02,51324.0,40550.0
2019-10-26 18:00:00,36.87,51756.0,42450.0
2019-10-26 19:00:00,37.37,52590.0,47650.0
2019-10-26 20:00:00,29.37,50804.0,46850.0
2019-10-26 21:00:00,26.76,48397.0,44200.0
2019-10-26 22:00:00,27.99,49566.0,43600.0
2019-10-26 23:00:00,27.0,48948.0,47100.0
2019-10-27 00:00:00,29.62,46003.0,44900.0
2019-10-27 01:00:00,27.3,44132.0,41650.0
2019-10-27 02:00:00,21.13,43039.0,41300.0
2019-10-27 02:00:00,11.58,42641.0,40700.0
2019-10-27 03:00:00,14.03,29092.0,35900.0
2019-10-27 04:00:00,12.9,29669.0,34750.0
2019-10-27 05:00:00,18.37,30977.0,35300.0
2019-10-27 06:00:00,21.04,35333.0,36900.0
2019-10-27 07:00:00,26.26,37328.0,38300.0
2019-10-27 08:00:00,29.04,39187.0,39900.0
2019-10-27 09:00:00,30.11,40701.0,42650.0
2019-10-27 10:00:00,33.68,42582.0,44250.0
2019-10-27 11:00:00,32.34,42169.0,45050.0
2019-10-27 12:00:00,35.17,42677.0,46550.0
2019-10-27 13:00:00,32.61,42299.0,46350.0
2019-10-27 14:00:00,28.0,41426.0,43250.0
2019-10-27 15:00:00,31.1,41684.0,41100.0
2019-10-27 16:00:00,36.3,44169.0,39900.0
2019-10-27 17:00:00,44.44,48528.0,41300.0
2019-10-27 18:00:00,49.34,52545.0,46950.0
2019-10-27 19:00:00,55.52,53240.0,49750.0
2019-10-27 20:00:00,42.24,51714.0,48450.0
2019-10-27 21:00:00,34.06,51379.0,46400.0
2019-10-27 22:00:00,40.0,52920.0,45750.0
2019-10-27 23:00:00,34.5,52697.0,49250.0
2019-10-28 00:00:00,32.42,49710.0,46650.0
2019-10-28 01:00:00,31.38,48941.0,44150.0
2019-10-28 02:00:00,30.0,48515.0,43300.0
2019-10-28 03:00:00,27.64,47597.0,40600.0
2019-10-28 04:00:00,27.93,47849.0,39400.0
2019-10-28 05:00:00,31.45,49340.0,41450.0
2019-10-28 06:00:00,41.44,52299.0,46000.0
2019-10-28 07:00:00,53.34,54663.0,51300.0
2019-10-28 08:00:00,55.49,55324.0,54500.0
2019-10-28 09:00:00,55.66,57044.0,56850.0
2019-10-28 10:00:00,54.8,57557.0,57550.0
2019-10-28 11:00:00,51.1,58260.0,58050.0
2019-10-28 12:00:00,52.28,57392.0,58400.0
2019-10-28 13:00:00,50.9,56788.0,58100.0
2019-10-28 14:00:00,53.0,56061.0,56550.0
2019-10-28 15:00:00,53.34,55787.0,54800.0
2019-10-28 16:00:00,54.99,55636.0,53650.0
2019-10-28 17:00:00,61.23,57728.0,54100.0
2019-10-28 18:00:00,63.62,59920.0,59350.0
2019-10-28 19:00:00,61.5,59761.0,61800.0
2019-10-28 20:00:00,58.0,58412.0,58050.0
2019-10-28 21:00:00,45.44,55996.0,53800.0
2019-10-28 22:00:00,41.25,55818.0,51900.0
2019-10-28 23:00:00,37.84,55589.0,54600.0
2019-10-29 00:00:00,37.18,54545.0,51500.0
2019-10-29 01:00:00,36.76,53517.0,48150.0
2019-10-29 02:00:00,35.83,52596.0,46900.0
2019-10-29 03:00:00,35.26,51556.0,44100.0
2019-10-29 04:00:00,35.17,51421.0,42750.0
2019-10-29 05:00:00,36.0,52758.0,44300.0
2019-10-29 06:00:00,43.26,56240.0,48550.0
2019-10-29 07:00:00,53.5,60256.0,53600.0
2019-10-29 08:00:00,55.81,61429.0,56450.0
2019-10-29 09:00:00,55.01,62208.0,58600.0
2019-10-29 10:00:00,52.94,61726.0,58850.0
2019-10-29 11:00:00,52.83,61899.0,58900.0
2019-10-29 12:00:00,49.77,61710.0,59100.0
2019-10-29 13:00:00,49.02,61637.0,58850.0
2019-10-29 14:00:00,52.3,61398.0,57650.0
2019-10-29 15:00:00,55.01,61047.0,55700.0
